Concert1,Concert2,Concert3,Concert4,Concert5,Concert6
1,7,12,18,22,29
1,7,12,18,22,30
1,7,12,18,23,28
1,7,12,18,23,29
1,7,12,18,23,30
1,7,12,18,24,28
1,7,12,18,24,29
1,7,12,18,24,30
1,7,12,18,25,29
1,7,12,18,25,30
1,7,12,18,26,29
1,7,12,18,26,30
1,7,12,18,27,29
1,7,12,18,27,30
1,7,12,18,28,30
1,7,12,19,22,25
1,7,12,19,22,27
1,7,12,19,22,28
1,7,12,19,22,29
1,7,12,19,22,30
1,7,12,19,23,28
1,7,12,19,23,29
1,7,12,19,23,30
1,7,12,19,24,28
1,7,12,19,24,29
1,7,12,19,24,30
1,7,12,19,25,29
1,7,12,19,25,30
1,7,12,19,26,29
1,7,12,19,26,30
1,7,12,19,27,29
1,7,12,19,27,30
1,7,12,19,28,30
1,7,12,20,23,28
1,7,12,20,23,29
1,7,12,20,23,30
1,7,12,20,24,28
1,7,12,20,24,29
1,7,12,20,24,30
1,7,12,20,25,29
1,7,12,20,25,30
1,7,12,20,26,29
1,7,12,20,26,30
1,7,12,20,27,29
1,7,12,20,27,30
1,7,12,20,28,30
1,7,12,21,23,28
1,7,12,21,23,29
1,7,12,21,23,30
1,7,12,21,24,28
1,7,12,21,24,29
1,7,12,21,24,30
1,7,12,21,25,29
1,7,12,21,25,30
1,7,12,21,26,29
1,7,12,21,26,30
1,7,12,21,27,29
1,7,12,21,27,30
1,7,12,21,28,30
1,7,12,22,25,29
1,7,12,22,25,30
1,7,12,22,27,29
1,7,12,22,27,30
1,7,12,22,28,30
1,7,12,23,28,30
1,7,12,24,28,30
1,7,13,16,20,23
1,7,13,16,20,24
1,7,13,16,20,25
1,7,13,16,20,26
1,7,13,16,20,27
1,7,13,16,20,28
1,7,13,16,20,29
1,7,13,16,20,30
1,7,13,16,21,23
1,7,13,16,21,24
1,7,13,16,21,25
1,7,13,16,21,26
1,7,13,16,21,27
1,7,13,16,21,28
1,7,13,16,21,29
1,7,13,16,21,30
1,7,13,16,22,25
1,7,13,16,22,27
1,7,13,16,22,28
1,7,13,16,22,29
1,7,13,16,22,30
1,7,13,16,23,28
1,7,13,16,23,29
1,7,13,16,23,30
1,7,13,16,24,28
1,7,13,16,24,29
1,7,13,16,24,30
1,7,13,16,25,29
1,7,13,16,25,30
1,7,13,16,26,29
1,7,13,16,26,30
1,7,13,16,27,29
1,7,13,16,27,30
1,7,13,16,28,30
1,7,13,17,21,23
1,7,13,17,21,24
1,7,13,17,21,25
1,7,13,17,21,26
1,7,13,17,21,27
1,7,13,17,21,28
1,7,13,17,21,29
1,7,13,17,21,30
1,7,13,17,22,25
1,7,13,17,22,27
1,7,13,17,22,28
1,7,13,17,22,29
1,7,13,17,22,30
1,7,13,17,23,28
1,7,13,17,23,29
1,7,13,17,23,30
1,7,13,17,24,28
1,7,13,17,24,29
1,7,13,17,24,30
1,7,13,17,25,29
1,7,13,17,25,30
1,7,13,17,26,29
1,7,13,17,26,30
1,7,13,17,27,29
1,7,13,17,27,30
1,7,13,17,28,30
1,7,13,18,22,25
1,7,13,18,22,27
1,7,13,18,22,28
1,7,13,18,22,29
1,7,13,18,22,30
1,7,13,18,23,28
1,7,13,18,23,29
1,7,13,18,23,30
1,7,13,18,24,28
1,7,13,18,24,29
1,7,13,18,24,30
1,7,13,18,25,29
1,7,13,18,25,30
1,7,13,18,26,29
1,7,13,18,26,30
1,7,13,18,27,29
1,7,13,18,27,30
1,7,13,18,28,30
1,7,13,19,22,25
1,7,13,19,22,27
1,7,13,19,22,28
1,7,13,19,22,29
1,7,13,19,22,30
1,7,13,19,23,28
1,7,13,19,23,29
1,7,13,19,23,30
1,7,13,19,24,28
1,7,13,19,24,29
1,7,13,19,24,30
1,7,13,19,25,29
1,7,13,19,25,30
1,7,13,19,26,29
1,7,13,19,26,30
1,7,13,19,27,29
1,7,13,19,27,30
1,7,13,19,28,30
1,7,13,20,23,28
1,7,13,20,23,29
1,7,13,20,23,30
1,7,13,20,24,28
1,7,13,20,24,29
1,7,13,20,24,30
1,7,13,20,25,29
1,7,13,20,25,30
1,7,13,20,26,29
1,7,13,20,26,30
1,7,13,20,27,29
1,7,13,20,27,30
1,7,13,20,28,30
1,7,13,21,23,28
1,7,13,21,23,29
1,7,13,21,23,30
1,7,13,21,24,28
1,7,13,21,24,29
1,7,13,21,24,30
1,7,13,21,25,29
1,7,13,21,25,30
1,7,13,21,26,29
1,7,13,21,26,30
1,7,13,21,27,29
1,7,13,21,27,30
1,7,13,21,28,30
1,7,13,22,25,29
1,7,13,22,25,30
1,7,13,22,27,29
1,7,13,22,27,30
1,7,13,22,28,30
1,7,13,23,28,30
1,7,13,24,28,30
1,7,14,18,22,25
1,7,14,18,22,27
1,7,14,18,22,28
1,7,14,18,22,29
1,7,14,18,22,30
1,7,14,18,23,28
1,7,14,18,23,29
1,7,14,18,23,30
1,7,14,18,24,28
1,7,14,18,24,29
1,7,14,18,24,30
1,7,14,18,25,29
1,7,14,18,25,30
1,7,14,18,26,29
1,7,14,18,26,30
1,7,14,18,27,29
1,7,14,18,27,30
1,7,14,18,28,30
1,7,14,19,22,25
1,7,14,19,22,27
1,7,14,19,22,28
1,7,14,19,22,29
1,7,14,19,22,30
1,7,14,19,23,28
1,7,14,19,23,29
1,7,14,19,23,30
1,7,14,19,24,28
1,7,14,19,24,29
1,7,14,19,24,30
1,7,14,19,25,29
1,7,14,19,25,30
1,7,14,19,26,29
1,7,14,19,26,30
1,7,14,19,27,29
1,7,14,19,27,30
1,7,14,19,28,30
1,7,14,20,23,28
1,7,14,20,23,29
1,7,14,20,23,30
1,7,14,20,24,28
1,7,14,20,24,29
1,7,14,20,24,30
1,7,14,20,25,29
1,7,14,20,25,30
1,7,14,20,26,29
1,7,14,20,26,30
1,7,14,20,27,29
1,7,14,20,27,30
1,7,14,20,28,30
1,7,14,21,23,28
1,7,14,21,23,29
1,7,14,21,23,30
1,7,14,21,24,28
1,7,14,21,24,29
1,7,14,21,24,30
1,7,14,21,25,29
1,7,14,21,25,30
1,7,14,21,26,29
1,7,14,21,26,30
1,7,14,21,27,29
1,7,14,21,27,30
1,7,14,21,28,30
1,7,14,22,25,29
1,7,14,22,25,30
1,7,14,22,27,29
1,7,14,22,27,30
1,7,14,22,28,30
1,7,14,23,28,30
1,7,14,24,28,30
1,7,15,19,22,25
1,7,15,19,22,27
1,7,15,19,22,28
1,7,15,19,22,29
1,7,15,19,22,30
1,7,15,19,23,28
1,7,15,19,23,29
1,7,15,19,23,30
1,7,15,19,24,28
1,7,15,19,24,29
1,7,15,19,24,30
1,7,15,19,25,29
1,7,15,19,25,30
1,7,15,19,26,29
1,7,15,19,26,30
1,7,15,19,27,29
1,7,15,19,27,30
1,7,15,19,28,30
1,7,15,20,23,28
1,7,15,20,23,29
1,7,15,20,23,30
1,7,15,20,24,28
1,7,15,20,24,29
1,7,15,20,24,30
1,7,15,20,25,29
1,7,15,20,25,30
1,7,15,20,26,29
1,7,15,20,26,30
1,7,15,20,27,29
1,7,15,20,27,30
1,7,15,20,28,30
1,7,15,21,23,28
1,7,15,21,23,29
1,7,15,21,23,30
1,7,15,21,24,28
1,7,15,21,24,29
1,7,15,21,24,30
1,7,15,21,25,29
1,7,15,21,25,30
1,7,15,21,26,29
1,7,15,21,26,30
1,7,15,21,27,29
1,7,15,21,27,30
1,7,15,21,28,30
1,7,15,22,25,29
1,7,15,22,25,30
1,7,15,22,27,29
1,7,15,22,27,30
1,7,15,22,28,30
1,7,15,23,28,30
1,7,15,24,28,30
1,7,16,20,23,28
1,7,16,20,23,29
1,7,16,20,23,30
1,7,16,20,24,28
1,7,16,20,24,29
1,7,16,20,24,30
1,7,16,20,25,29
1,7,16,20,25,30
1,7,16,20,26,29
1,7,16,20,26,30
1,7,16,20,27,29
1,7,16,20,27,30
1,7,16,20,28,30
1,7,16,21,23,28
1,7,16,21,23,29
1,7,16,21,23,30
1,7,16,21,24,28
1,7,16,21,24,29
1,7,16,21,24,30
1,7,16,21,25,29
1,7,16,21,25,30
1,7,16,21,26,29
1,7,16,21,26,30
1,7,16,21,27,29
1,7,16,21,27,30
1,7,16,21,28,30
1,7,16,22,25,29
1,7,16,22,25,30
1,7,16,22,27,29
1,7,16,22,27,30
1,7,16,22,28,30
1,7,16,23,28,30
1,7,16,24,28,30
1,7,17,21,23,28
1,7,17,21,23,29
1,7,17,21,23,30
1,7,17,21,24,28
1,7,17,21,24,29
1,7,17,21,24,30
1,7,17,21,25,29
1,7,17,21,25,30
1,7,17,21,26,29
1,7,17,21,26,30
1,7,17,21,27,29
1,7,17,21,27,30
1,7,17,21,28,30
1,7,17,22,25,29
1,7,17,22,25,30
1,7,17,22,27,29
1,7,17,22,27,30
1,7,17,22,28,30
1,7,17,23,28,30
1,7,17,24,28,30
1,7,18,22,25,29
1,7,18,22,25,30
1,7,18,22,27,29
1,7,18,22,27,30
1,7,18,22,28,30
1,7,18,23,28,30
1,7,18,24,28,30
1,7,19,22,25,29
1,7,19,22,25,30
1,7,19,22,27,29
1,7,19,22,27,30
1,7,19,22,28,30
1,7,19,23,28,30
1,7,19,24,28,30
1,7,20,23,28,30
1,7,20,24,28,30
1,7,21,23,28,30
1,7,21,24,28,30
1,8,13,16,20,23
1,8,13,16,20,24
1,8,13,16,20,25
1,8,13,16,20,26
1,8,13,16,20,27
1,8,13,16,20,28
1,8,13,16,20,29
1,8,13,16,20,30
1,8,13,16,21,23
1,8,13,16,21,24
1,8,13,16,21,25
1,8,13,16,21,26
1,8,13,16,21,27
1,8,13,16,21,28
1,8,13,16,21,29
1,8,13,16,21,30
1,8,13,16,22,25
1,8,13,16,22,27
1,8,13,16,22,28
1,8,13,16,22,29
1,8,13,16,22,30
1,8,13,16,23,28
1,8,13,16,23,29
1,8,13,16,23,30
1,8,13,16,24,28
1,8,13,16,24,29
1,8,13,16,24,30
1,8,13,16,25,29
1,8,13,16,25,30
1,8,13,16,26,29
1,8,13,16,26,30
1,8,13,16,27,29
1,8,13,16,27,30
1,8,13,16,28,30
1,8,13,17,21,23
1,8,13,17,21,24
1,8,13,17,21,25
1,8,13,17,21,26
1,8,13,17,21,27
1,8,13,17,21,28
1,8,13,17,21,29
1,8,13,17,21,30
1,8,13,17,22,25
1,8,13,17,22,27
1,8,13,17,22,28
1,8,13,17,22,29
1,8,13,17,22,30
1,8,13,17,23,28
1,8,13,17,23,29
1,8,13,17,23,30
1,8,13,17,24,28
1,8,13,17,24,29
1,8,13,17,24,30
1,8,13,17,25,29
1,8,13,17,25,30
1,8,13,17,26,29
1,8,13,17,26,30
1,8,13,17,27,29
1,8,13,17,27,30
1,8,13,17,28,30
1,8,13,18,22,25
1,8,13,18,22,27
1,8,13,18,22,28
1,8,13,18,22,29
1,8,13,18,22,30
1,8,13,18,23,28
1,8,13,18,23,29
1,8,13,18,23,30
1,8,13,18,24,28
1,8,13,18,24,29
1,8,13,18,24,30
1,8,13,18,25,29
1,8,13,18,25,30
1,8,13,18,26,29
1,8,13,18,26,30
1,8,13,18,27,29
1,8,13,18,27,30
1,8,13,18,28,30
1,8,13,19,22,25
1,8,13,19,22,27
1,8,13,19,22,28
1,8,13,19,22,29
1,8,13,19,22,30
1,8,13,19,23,28
1,8,13,19,23,29
1,8,13,19,23,30
1,8,13,19,24,28
1,8,13,19,24,29
1,8,13,19,24,30
1,8,13,19,25,29
1,8,13,19,25,30
1,8,13,19,26,29
1,8,13,19,26,30
1,8,13,19,27,29
1,8,13,19,27,30
1,8,13,19,28,30
1,8,13,20,23,28
1,8,13,20,23,29
1,8,13,20,23,30
1,8,13,20,24,28
1,8,13,20,24,29
1,8,13,20,24,30
1,8,13,20,25,29
1,8,13,20,25,30
1,8,13,20,26,29
1,8,13,20,26,30
1,8,13,20,27,29
1,8,13,20,27,30
1,8,13,20,28,30
1,8,13,21,23,28
1,8,13,21,23,29
1,8,13,21,23,30
1,8,13,21,24,28
1,8,13,21,24,29
1,8,13,21,24,30
1,8,13,21,25,29
1,8,13,21,25,30
1,8,13,21,26,29
1,8,13,21,26,30
1,8,13,21,27,29
1,8,13,21,27,30
1,8,13,21,28,30
1,8,13,22,25,29
1,8,13,22,25,30
1,8,13,22,27,29
1,8,13,22,27,30
1,8,13,22,28,30
1,8,13,23,28,30
1,8,13,24,28,30
1,8,14,18,22,25
1,8,14,18,22,27
1,8,14,18,22,28
1,8,14,18,22,29
1,8,14,18,22,30
1,8,14,18,23,28
1,8,14,18,23,29
1,8,14,18,23,30
1,8,14,18,24,28
1,8,14,18,24,29
1,8,14,18,24,30
1,8,14,18,25,29
1,8,14,18,25,30
1,8,14,18,26,29
1,8,14,18,26,30
1,8,14,18,27,29
1,8,14,18,27,30
1,8,14,18,28,30
1,8,14,19,22,25
1,8,14,19,22,27
1,8,14,19,22,28
1,8,14,19,22,29
1,8,14,19,22,30
1,8,14,19,23,28
1,8,14,19,23,29
1,8,14,19,23,30
1,8,14,19,24,28
1,8,14,19,24,29
1,8,14,19,24,30
1,8,14,19,25,29
1,8,14,19,25,30
1,8,14,19,26,29
1,8,14,19,26,30
1,8,14,19,27,29
1,8,14,19,27,30
1,8,14,19,28,30
1,8,14,20,23,28
1,8,14,20,23,29
1,8,14,20,23,30
1,8,14,20,24,28
1,8,14,20,24,29
1,8,14,20,24,30
1,8,14,20,25,29
1,8,14,20,25,30
1,8,14,20,26,29
1,8,14,20,26,30
1,8,14,20,27,29
1,8,14,20,27,30
1,8,14,20,28,30
1,8,14,21,23,28
1,8,14,21,23,29
1,8,14,21,23,30
1,8,14,21,24,28
1,8,14,21,24,29
1,8,14,21,24,30
1,8,14,21,25,29
1,8,14,21,25,30
1,8,14,21,26,29
1,8,14,21,26,30
1,8,14,21,27,29
1,8,14,21,27,30
1,8,14,21,28,30
1,8,14,22,25,29
1,8,14,22,25,30
1,8,14,22,27,29
1,8,14,22,27,30
1,8,14,22,28,30
1,8,14,23,28,30
1,8,14,24,28,30
1,8,15,19,22,25
1,8,15,19,22,27
1,8,15,19,22,28
1,8,15,19,22,29
1,8,15,19,22,30
1,8,15,19,23,28
1,8,15,19,23,29
1,8,15,19,23,30
1,8,15,19,24,28
1,8,15,19,24,29
1,8,15,19,24,30
1,8,15,19,25,29
1,8,15,19,25,30
1,8,15,19,26,29
1,8,15,19,26,30
1,8,15,19,27,29
1,8,15,19,27,30
1,8,15,19,28,30
1,8,15,20,23,28
1,8,15,20,23,29
1,8,15,20,23,30
1,8,15,20,24,28
1,8,15,20,24,29
1,8,15,20,24,30
1,8,15,20,25,29
1,8,15,20,25,30
1,8,15,20,26,29
1,8,15,20,26,30
1,8,15,20,27,29
1,8,15,20,27,30
1,8,15,20,28,30
1,8,15,21,23,28
1,8,15,21,23,29
1,8,15,21,23,30
1,8,15,21,24,28
1,8,15,21,24,29
1,8,15,21,24,30
1,8,15,21,25,29
1,8,15,21,25,30
1,8,15,21,26,29
1,8,15,21,26,30
1,8,15,21,27,29
1,8,15,21,27,30
1,8,15,21,28,30
1,8,15,22,25,29
1,8,15,22,25,30
1,8,15,22,27,29
1,8,15,22,27,30
1,8,15,22,28,30
1,8,15,23,28,30
1,8,15,24,28,30
1,8,16,20,23,28
1,8,16,20,23,29
1,8,16,20,23,30
1,8,16,20,24,28
1,8,16,20,24,29
1,8,16,20,24,30
1,8,16,20,25,29
1,8,16,20,25,30
1,8,16,20,26,29
1,8,16,20,26,30
1,8,16,20,27,29
1,8,16,20,27,30
1,8,16,20,28,30
1,8,16,21,23,28
1,8,16,21,23,29
1,8,16,21,23,30
1,8,16,21,24,28
1,8,16,21,24,29
1,8,16,21,24,30
1,8,16,21,25,29
1,8,16,21,25,30
1,8,16,21,26,29
1,8,16,21,26,30
1,8,16,21,27,29
1,8,16,21,27,30
1,8,16,21,28,30
1,8,16,22,25,29
1,8,16,22,25,30
1,8,16,22,27,29
1,8,16,22,27,30
1,8,16,22,28,30
1,8,16,23,28,30
1,8,16,24,28,30
1,8,17,21,23,28
1,8,17,21,23,29
1,8,17,21,23,30
1,8,17,21,24,28
1,8,17,21,24,29
1,8,17,21,24,30
1,8,17,21,25,29
1,8,17,21,25,30
1,8,17,21,26,29
1,8,17,21,26,30
1,8,17,21,27,29
1,8,17,21,27,30
1,8,17,21,28,30
1,8,17,22,25,29
1,8,17,22,25,30
1,8,17,22,27,29
1,8,17,22,27,30
1,8,17,22,28,30
1,8,17,23,28,30
1,8,17,24,28,30
1,8,18,22,25,29
1,8,18,22,25,30
1,8,18,22,27,29
1,8,18,22,27,30
1,8,18,22,28,30
1,8,18,23,28,30
1,8,18,24,28,30
1,8,19,22,25,29
1,8,19,22,25,30
1,8,19,22,27,29
1,8,19,22,27,30
1,8,19,22,28,30
1,8,19,23,28,30
1,8,19,24,28,30
1,8,20,23,28,30
1,8,20,24,28,30
1,8,21,23,28,30
1,8,21,24,28,30
1,9,13,16,20,23
1,9,13,16,20,24
1,9,13,16,20,25
1,9,13,16,20,26
1,9,13,16,20,27
1,9,13,16,20,28
1,9,13,16,20,29
1,9,13,16,20,30
1,9,13,16,21,23
1,9,13,16,21,24
1,9,13,16,21,25
1,9,13,16,21,26
1,9,13,16,21,27
1,9,13,16,21,28
1,9,13,16,21,29
1,9,13,16,21,30
1,9,13,16,22,25
1,9,13,16,22,27
1,9,13,16,22,28
1,9,13,16,22,29
1,9,13,16,22,30
1,9,13,16,23,28
1,9,13,16,23,29
1,9,13,16,23,30
1,9,13,16,24,28
1,9,13,16,24,29
1,9,13,16,24,30
1,9,13,16,25,29
1,9,13,16,25,30
1,9,13,16,26,29
1,9,13,16,26,30
1,9,13,16,27,29
1,9,13,16,27,30
1,9,13,16,28,30
1,9,13,17,21,23
1,9,13,17,21,24
1,9,13,17,21,25
1,9,13,17,21,26
1,9,13,17,21,27
1,9,13,17,21,28
1,9,13,17,21,29
1,9,13,17,21,30
1,9,13,17,22,25
1,9,13,17,22,27
1,9,13,17,22,28
1,9,13,17,22,29
1,9,13,17,22,30
1,9,13,17,23,28
1,9,13,17,23,29
1,9,13,17,23,30
1,9,13,17,24,28
1,9,13,17,24,29
1,9,13,17,24,30
1,9,13,17,25,29
1,9,13,17,25,30
1,9,13,17,26,29
1,9,13,17,26,30
1,9,13,17,27,29
1,9,13,17,27,30
1,9,13,17,28,30
1,9,13,18,22,25
1,9,13,18,22,27
1,9,13,18,22,28
1,9,13,18,22,29
1,9,13,18,22,30
1,9,13,18,23,28
1,9,13,18,23,29
1,9,13,18,23,30
1,9,13,18,24,28
1,9,13,18,24,29
1,9,13,18,24,30
1,9,13,18,25,29
1,9,13,18,25,30
1,9,13,18,26,29
1,9,13,18,26,30
1,9,13,18,27,29
1,9,13,18,27,30
1,9,13,18,28,30
1,9,13,19,22,25
1,9,13,19,22,27
1,9,13,19,22,28
1,9,13,19,22,29
1,9,13,19,22,30
1,9,13,19,23,28
1,9,13,19,23,29
1,9,13,19,23,30
1,9,13,19,24,28
1,9,13,19,24,29
1,9,13,19,24,30
1,9,13,19,25,29
1,9,13,19,25,30
1,9,13,19,26,29
1,9,13,19,26,30
1,9,13,19,27,29
1,9,13,19,27,30
1,9,13,19,28,30
1,9,13,20,23,28
1,9,13,20,23,29
1,9,13,20,23,30
1,9,13,20,24,28
1,9,13,20,24,29
1,9,13,20,24,30
1,9,13,20,25,29
1,9,13,20,25,30
1,9,13,20,26,29
1,9,13,20,26,30
1,9,13,20,27,29
1,9,13,20,27,30
1,9,13,20,28,30
1,9,13,21,23,28
1,9,13,21,23,29
1,9,13,21,23,30
1,9,13,21,24,28
1,9,13,21,24,29
1,9,13,21,24,30
1,9,13,21,25,29
1,9,13,21,25,30
1,9,13,21,26,29
1,9,13,21,26,30
1,9,13,21,27,29
1,9,13,21,27,30
1,9,13,21,28,30
1,9,13,22,25,29
1,9,13,22,25,30
1,9,13,22,27,29
1,9,13,22,27,30
1,9,13,22,28,30
1,9,13,23,28,30
1,9,13,24,28,30
1,9,14,18,22,25
1,9,14,18,22,27
1,9,14,18,22,28
1,9,14,18,22,29
1,9,14,18,22,30
1,9,14,18,23,28
1,9,14,18,23,29
1,9,14,18,23,30
1,9,14,18,24,28
1,9,14,18,24,29
1,9,14,18,24,30
1,9,14,18,25,29
1,9,14,18,25,30
1,9,14,18,26,29
1,9,14,18,26,30
1,9,14,18,27,29
1,9,14,18,27,30
1,9,14,18,28,30
1,9,14,19,22,25
1,9,14,19,22,27
1,9,14,19,22,28
1,9,14,19,22,29
1,9,14,19,22,30
1,9,14,19,23,28
1,9,14,19,23,29
1,9,14,19,23,30
1,9,14,19,24,28
1,9,14,19,24,29
1,9,14,19,24,30
1,9,14,19,25,29
1,9,14,19,25,30
1,9,14,19,26,29
1,9,14,19,26,30
1,9,14,19,27,29
1,9,14,19,27,30
1,9,14,19,28,30
1,9,14,20,23,28
1,9,14,20,23,29
1,9,14,20,23,30
1,9,14,20,24,28
1,9,14,20,24,29
1,9,14,20,24,30
1,9,14,20,25,29
1,9,14,20,25,30
1,9,14,20,26,29
1,9,14,20,26,30
1,9,14,20,27,29
1,9,14,20,27,30
